metadata_id,Date,Year,Month,Vessel,Functional_Unit,Fishing_Grounds,Survey_Code,Haul,Sample_Type,Sex,CLmm,NepCount,PredWt_Kg
MI484189_05122017,00:00.0,2017,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2017,170,Catch,Male,33,3,0.074848744
MI484189_05122017,00:00.0,2017,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2017,170,Catch,Male,35,2,0.059859937
MI484189_05122017,00:00.0,2017,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2017,170,Catch,Male,38,1,0.03847462
MI484189_05122017,00:00.0,2017,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2017,170,Catch,Male,43,1,0.056815042
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Female,12,1,0.001237048
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Female,17,1,0.003079098
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Female,23,1,0.008119343
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Male,23,1,0.007560415
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Male,27,1,0.014008845
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Male,29,1,0.017447376
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Male,30,1,0.018809789
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Male,35,4,0.121808847
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Male,37,1,0.035132563
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Male,40,1,0.044508714
MI484190_06122017,00:00.0,2017,12,Celtic Explorer,22,Banana,IGFS2017,171,Catch,Male,42,1,0.052868882
MI484191_06122017,00:00.0,2017,12,Celtic Explorer,2021,NA,IGFS2017,172,Catch,Male,33,1,0.024072622
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Female,16,1,0.002963198
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Female,21,1,0.006152372
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Female,23,1,0.008008285
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Female,24,1,0.009077477
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Female,26,1,0.010975552
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Male,24,1,0.00933861
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Male,25,1,0.010372814
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Male,26,2,0.023967555
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Male,28,1,0.015628553
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Male,30,3,0.053922895
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Male,31,5,0.102868198
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Male,32,2,0.045198293
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Male,34,1,0.028164234
MI484192_07122017,00:00.0,2017,12,Celtic Explorer,19,NA,IGFS2017,176,Catch,Male,37,1,0.035741424
MI484193_07122017,00:00.0,2017,12,Celtic Explorer,2021,NA,IGFS2017,177,Catch,Male,32,1,0.023840094
MI484193_07122017,00:00.0,2017,12,Celtic Explorer,2021,NA,IGFS2017,177,Catch,Male,34,1,0.028320484
MI484193_07122017,00:00.0,2017,12,Celtic Explorer,2021,NA,IGFS2017,177,Catch,Male,36,1,0.032509502
MI484194_08122017,00:00.0,2017,12,Celtic Explorer,19,Cork Channels,IGFS2017,180,Catch,Female,19,1,0.004407196
MI484194_08122017,00:00.0,2017,12,Celtic Explorer,19,Cork Channels,IGFS2017,180,Catch,Male,26,1,0.012024495
MI484194_08122017,00:00.0,2017,12,Celtic Explorer,19,Cork Channels,IGFS2017,180,Catch,Male,29,1,0.017021029
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,11,2,0.001963712
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,16,3,0.008586573
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,17,3,0.009534159
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,18,6,0.022916941
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,19,5,0.022886199
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,20,4,0.021104923
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,22,2,0.014016686
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,23,1,0.008375534
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,24,6,0.053870062
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,25,2,0.020469457
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,27,1,0.01306391
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,28,1,0.014682821
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,32,1,0.019862253
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Female,36,1,0.028833162
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,13,1,0.001242026
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,15,1,0.002285512
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,17,1,0.003254354
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,19,3,0.012816812
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,20,4,0.020417642
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,21,3,0.017532899
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,23,1,0.007719267
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,24,2,0.018450123
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,25,1,0.009998501
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,26,2,0.023226019
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,27,2,0.027036875
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,28,3,0.044295569
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,29,4,0.067194923
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,30,6,0.108209589
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,31,1,0.019628967
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,32,6,0.134843182
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,33,6,0.147892393
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,34,9,0.244457619
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,35,6,0.180849922
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,36,4,0.135687271
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,37,6,0.214795817
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,38,4,0.157730241
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,39,5,0.211579251
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,40,2,0.092266442
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,41,5,0.24637693
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,43,1,0.058862087
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,44,1,0.063288753
MI564510_16112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,72,Catch,Male,45,1,0.065585667
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,9,2,0.000962461
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,10,6,0.004158612
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,11,3,0.002961585
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,12,1,0.001099564
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,18,1,0.003673733
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,19,1,0.004441113
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,20,2,0.01020495
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,21,3,0.018039981
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,22,1,0.007230716
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,27,1,0.012207581
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,29,1,0.015508681
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,30,1,0.017352003
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,31,2,0.036669428
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,32,1,0.020605083
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Female,34,1,0.023595443
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,21,2,0.01174165
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,22,1,0.007310955
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,23,1,0.008176247
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,24,2,0.019168678
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,26,2,0.023730353
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,27,3,0.04001449
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,28,10,0.147002811
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,29,8,0.134212915
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,30,4,0.072972329
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,31,2,0.042082759
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,32,4,0.091892662
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,33,9,0.224078781
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,35,1,0.0307088
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,36,3,0.099349688
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,37,4,0.145591648
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,38,3,0.11740761
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,39,3,0.129141584
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,40,1,0.047235307
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,41,3,0.147895505
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,42,1,0.054530323
MI564511_17112018,00:00.0,2018,11,Celtic Explorer,17,Aran,IGFS2018,74,Catch,Male,43,1,0.056478701
MI564512_17112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,75,Catch,Male,20,1,0.005224484
MI564512_17112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,75,Catch,Male,21,2,0.01188623
MI564512_17112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,75,Catch,Male,28,1,0.014895482
MI564512_17112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,75,Catch,Male,34,1,0.027905137
MI564513_17112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,76,Catch,Female,11,3,0.002947179
MI564513_17112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,76,Catch,Female,12,5,0.0058727
MI564513_17112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,76,Catch,Female,13,1,0.001606845
MI564513_17112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,76,Catch,Male,11,1,0.000846376
MI564514_17112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,77,Catch,Female,11,2,0.00192297
MI564515_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,87,Catch,Female,25,1,0.009034445
MI564515_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,87,Catch,Male,22,1,0.006029918
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Female,22,1,0.005964682
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Female,26,1,0.010008116
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Male,19,1,0.003193969
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Male,27,1,0.012240364
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Male,32,1,0.021563206
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Male,36,1,0.031650617
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Male,37,2,0.068528738
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Male,38,1,0.037409951
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Male,42,2,0.107576773
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Male,44,2,0.130762261
MI564516_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,89,Catch,Male,45,1,0.070626529
MI564517_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,90,Catch,Female,27,1,0.011644329
MI564517_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,90,Catch,Male,39,1,0.042882208
MI564517_21112018,00:00.0,2018,11,Celtic Explorer,16,NoFishingGround,IGFS2018,90,Catch,Male,49,1,0.091814359
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Female,20,1,0.003915728
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Female,24,1,0.007935322
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Female,26,1,0.00972825
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Female,32,1,0.020038029
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,23,1,0.006491142
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,25,1,0.008448221
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,27,2,0.024465461
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,31,1,0.018030949
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,32,1,0.020462398
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,33,1,0.023466643
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,34,1,0.025330129
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,35,3,0.087113288
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,37,1,0.03376184
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,38,1,0.039462423
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,41,2,0.101352787
MI564518_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,102,Catch,Male,46,1,0.072117053
MI564519_24112018,00:00.0,2018,11,Celtic Explorer,99,NoFishingGround,IGFS2018,103,Catch,Male,35,1,0.028764412
MI56452_05112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,32,Catch,Female,21,1,0.005804632
MI56452_05112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,32,Catch,Male,28,1,0.014137843
MI56452_05112018,00:00.0,2018,11,Celtic Explorer,17,NoFishingGround,IGFS2018,32,Catch,Male,32,1,0.02223339
MI564520_24112018,00:00.0,2018,11,Celtic Explorer,2021,NoFishingGround,IGFS2018,105,Catch,Male,30,1,0.019366623
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Female,27,1,0.013203389
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Female,28,1,0.013513708
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Male,22,1,0.006606204
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Male,25,2,0.021406473
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Male,28,1,0.015013171
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Male,29,2,0.033446743
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Male,32,1,0.023242761
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Male,33,2,0.048145805
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Male,36,2,0.064877237
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Male,37,1,0.034620676
MI564521_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,116,Catch,Male,38,2,0.077239567
MI564522_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,117,Catch,Female,27,2,0.025010065
MI564522_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,117,Catch,Male,35,1,0.031263944
MI564522_27112018,00:00.0,2018,11,Celtic Explorer,19,NoFishingGround,IGFS2018,117,Catch,Male,38,1,0.040541326
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,14,1,0.001727633
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,22,1,0.007240113
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,28,1,0.013414452
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,29,1,0.015338018
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,33,1,0.023574886
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,35,3,0.079836695
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,36,6,0.171311725
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,37,2,0.064215336
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,38,2,0.069048331
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,39,1,0.037655891
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,40,4,0.156978358
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,41,4,0.169723993
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,42,2,0.093791868
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Female,44,1,0.050926511
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Male,13,2,0.002726197
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Male,22,2,0.01469527
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Male,29,1,0.017261115
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Male,36,3,0.098591567
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Male,38,1,0.040507939
MI564523_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 1,IGFS2018,121,Catch,Male,40,1,0.044651326
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Female,11,1,0.000926116
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Female,12,2,0.002626516
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Female,20,1,0.005509298
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Female,23,2,0.015953582
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Male,16,1,0.002838481
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Male,20,1,0.005191941
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Male,21,1,0.005976459
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Male,24,2,0.018598766
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Male,29,1,0.0165658
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Male,30,1,0.019487403
MI564524_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 2,IGFS2018,122,Catch,Male,38,1,0.03918788
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Female,12,1,0.001338846
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Female,21,1,0.006262736
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Female,30,2,0.034873096
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Female,32,1,0.021269963
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Female,37,2,0.061906396
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Female,39,1,0.036904195
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Male,14,1,0.001699968
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Male,30,1,0.018283373
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Male,34,1,0.028216251
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Male,35,1,0.030187731
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Male,40,1,0.046902209
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Male,41,1,0.050656344
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Male,42,1,0.052190331
MI564525_29112018,00:00.0,2018,11,Celtic Explorer,19,Galley Ground 3,IGFS2018,123,Catch,Male,43,2,0.11794303
