"","FID","fldCruiseName","fldPrimeStation","fldGearCode","fldShotDepth","fldHaulDepth","fldCruiseStationNumber","HaulCnt","Gear_Type","SweepLngt","fldICESRectangle","fldValidityCode","fldDateTimeShot","TowDurationMin","fldShotLatDecimalDegrees","fldShotLonDecimalDegrees","fldHaulLatDecimalDegrees","fldHaulLonDecimalDegrees","fldStratum","DoorSpread","fldWingSpread","fldHeadlineHeight","Dist_Nmi","Dist_Km","AreaKmSq","ObsVal","SweepAngle","Warp","Heave_m","Pitch_deg","Roll_deg","WindSpeed_Kts","fldGearDamage","fldStationComment","LoadDate"
"68",66,"IGFS2003","FG6",101010101,170,165,66,1,"Groundgear_A","Long","30D9","V",2003-11-09 07:43:00,30,50.845,-10.863,50.844,-10.822,"VIIjDeep",108,19,5,1.55763257450814,2.88985635344738,0.312104486172317,"Y",19.9848799707224,"",NA,NA,NA,26,"Nil
","Nil
",2018-03-13 00:40:05
"69",69,"IGFS2003","75",101010101,157,159,69,1,"Groundgear_A","Long","30D9","V",2003-11-09 16:15:00,30,50.724,-10.5,50.694,-10.501,"VIIjDeep",116,22,4,1.79919735676881,3.33802849122228,0.387211304981785,"Y",21.5361758353133,"600",NA,NA,NA,23,"Nil
","Nil
",2018-03-13 00:40:05
"70",70,"IGFS2003","84",101010101,120,106,70,1,"Groundgear_A","Long","30E0","V",2003-11-10 07:35:00,30,50.751,-9.906,50.746,-9.948,"VIIjDeep",125,21,4,1.62559529692512,3.01594674754196,0.376993343442745,"Y",23.3015045512748,"460",NA,NA,NA,9,"Nil
","Nil
",2018-03-13 00:40:05
"71",71,"IGFS2003","FG7",101010101,120,120,71,1,"Groundgear_A","Long","29E0","V",2003-11-10 11:29:00,30,50.49,-9.836,50.494,-9.878,"VIIjDeep",122,17,5,1.62422877627532,3.01341145876683,0.367636197969553,"Y",22.7105527692059,"500",NA,NA,NA,NA,"Nil
","Nil
",2018-03-13 00:40:05
"72",72,"IGFS2003","MB19",101010101,122,122,72,1,"Groundgear_A","Long","30E0","V",2003-11-10 16:51:00,30,50.598,-9.551,50.575,-9.582,"VIIjDeep",125,22,4,1.81714991143472,3.37133564273603,0.421416955342004,"Y",23.3015045512748,"500",NA,NA,NA,17,"Nil
","Nil
",2018-03-13 00:40:05
"73",73,"IGFS2003","85",101010101,122,122,73,1,"Groundgear_A","Long","30E0","V",2003-11-10 16:51:00,30,50.751,-9.26,50.757,-9.217,"VIIjMedium",123,21,4,1.67465939555251,3.10697475983768,0.382157895460035,"Y",22.9072497416419,"",NA,NA,NA,17,"Nil
","Nil
",2018-03-13 00:40:05
"74",74,"IGFS2003","FG9",101010101,43,43,74,1,"Groundgear_A","Short","31E0","V",2003-11-11 07:16:00,30,51.462,-9.628,51.45,-9.674,"VIIjCoast",71,18,5,1.86757266538452,3.46488435136274,0.246006788946755,"Y",20.1610541419762,"",NA,NA,NA,24,"Nil
","Nil
",2018-03-13 00:40:05
"75",75,"IGFS2003","FG10",101010101,101,101,75,1,"Groundgear_A","Long","31E0","V",2003-11-11 09:41:00,31,51.262,-9.784,51.242,-9.818,"VIIjMedium",113,20,5,1.75367116130457,3.25356430668752,0.36765276665569,"Y",20.9525661202979,"",NA,NA,NA,26,"Nil
","Nil
",2018-03-13 00:40:05
"76",76,"IGFS2003","83",101010101,114,114,76,1,"Groundgear_A","Long","31E0","V",2003-11-11 11:25:00,30,51.177,-9.945,51.159,-9.915,"VIIjMedium",119,20,4,1.56338289159745,2.90052484526428,0.345162456586449,"Y",22.1221411162187,"",NA,NA,NA,31,"Nil
","Nil
",2018-03-13 00:40:05
"77",77,"IGFS2003","MB20",101010101,115,115,77,1,"Groundgear_A","Long","31E0","V",2003-11-11 13:45:00,30,51.133,-9.595,51.103,-9.593,"VIIjMedium",117,21,4,1.80050405829223,3.34045279831583,0.390832977402952,"Y",21.7312314406437,"",NA,NA,NA,34,"Nil
","Nil
",2018-03-13 00:40:05
"78",78,"IGFS2003","86",101010101,107,107,78,1,"Groundgear_A","Long","31E0","V",2003-11-11 15:53:00,30,51.166,-9.304,51.164,-9.256,"VIIjMedium",124,21,4,1.81367472157723,3.36488816619151,0.417246132607748,"Y",23.1042324731245,"440",NA,NA,NA,9,"Nil
","Nil
",2018-03-13 00:40:05
"79",79,"IGFS2003","FG11",101010101,114,114,79,1,"Groundgear_A","Long","30E1","V",2003-11-12 07:22:00,30,50.88,-8.892,50.848,-8.898,"VIIgMedium",123,22,4,1.93222665874659,3.58483610157067,0.440934840493193,"Y",22.9072497416419,"440",NA,NA,NA,14,"Nil
","Nil
",2018-03-13 00:40:05
"80",80,"IGFS2003","CC306",101010101,117,117,80,1,"Groundgear_A","Long","30E1","V",2003-11-12 09:28:00,30,50.628,-8.913,50.606,-8.886,"VIIgMedium",120,20,4,1.67357658143498,3.10496582826527,0.372595899391832,"Y",22.318001947172,"440",NA,NA,NA,13,"Nil
","Nil
",2018-03-13 00:40:05
"81",81,"IGFS2003","FG12",101010101,116,116,81,1,"Groundgear_A","Long","30E1","V",2003-11-12 11:27:00,30,50.567,-8.61,50.592,-8.592,"VIIgMedium",122,21,4,1.64897670452894,3.05932598242846,0.373237769856272,"Y",22.7105527692059,"440",NA,NA,NA,18,"Nil
","Nil
",2018-03-13 00:40:05
"82",82,"IGFS2003","62e",101010101,110,110,82,1,"Groundgear_A","Long","30E1","V",2003-11-12 13:04:00,29,50.705,-8.497,50.726,-8.468,"VIIgMedium",121,19,4,1.67457388284088,3.10681610916675,0.375924749209177,"Y",22.5141380075862,"440",NA,NA,NA,23,"Nil
","Nil
",2018-03-13 00:40:05
"83",83,"IGFS2003","FG13",101010101,109,109,83,1,"Groundgear_A","Long","30E1","V",2003-11-12 14:50:00,31,50.742,-8.237,50.759,-8.196,"VIIgMedium",125,22,6,1.86316524170206,3.45670731299083,0.432088414123853,"Y",23.3015045512748,"440",NA,NA,NA,27,"Nil
","Nil
",2018-03-13 00:40:05
"84",84,"IGFS2003","FG14",101010101,122,122,84,1,"Groundgear_A","Long","30E1","V",2003-11-12 16:41:00,30,50.64,-8.207,50.622,-8.242,"VIIgMedium",125,22,4,1.71650192307963,3.18460468103827,0.398075585129784,"Y",23.3015045512748,"480",NA,NA,NA,24,"Nil
","Nil
",2018-03-13 00:40:05
"85",85,"IGFS2003","CC305",101010101,102,102,85,1,"Groundgear_A","Long","29E2","I",2003-11-13 10:00:00,30,50.355,-7.335,50.362,-7.289,"VIIgMedium",121,20,4,1.8136006019913,3.36475065304508,0.407134829018455,"Y",22.5141380075862,"400",NA,NA,NA,26,"Tore STB wing completely.","Tore STB wing completely.",2018-03-13 00:40:05
"86",86,"IGFS2003","CC307",101010101,101,101,86,1,"Groundgear_A","Long","30E2","V",2003-11-13 14:08:00,30,50.647,-7.294,50.651,-7.345,"VIIgMedium",122,21,4,1.95892398648449,3.63436732186361,0.44339281326736,"Y",22.7105527692059,"400",NA,NA,NA,29,"Nil
","Nil
",2018-03-13 00:40:05
"87",87,"IGFS2003","53A",101010101,57,68,87,1,"Groundgear_A","Short","32E1","V",2003-11-16 07:31:00,30,51.635,-8.257,51.607,-8.253,"VIIgCoast",80,20,5,1.68576399540837,3.12757698591535,0.250206158873228,"Y",22.8518402928684,"310",NA,NA,NA,12,"Nil
","Nil
",2018-03-13 00:40:05
"88",88,"IGFS2003","54",101010101,90.8,89,88,1,"Groundgear_A","Long","31E1","V",2003-11-16 09:58:00,30,51.429,-8.591,51.422,-8.636,"VIIgMedium",118,21,4,1.7384643820188,3.22535135810537,0.380591460256434,"Y",21.9265520801114,"440",NA,NA,NA,9,"Nil
","Nil
",2018-03-13 00:40:05
"89",89,"IGFS2003","64",101010101,100,100,89,1,"Groundgear_A","Long","31E1","V",2003-11-16 11:57:00,30,51.261,-8.73,51.26,-8.681,"VIIgMedium",123,22,3,1.84456490553476,3.42219834050976,0.420930395882701,"Y",22.9072497416419,"460",NA,NA,NA,7,"Nil
","Nil
",2018-03-13 00:40:05
"90",90,"IGFS2003","CC310",101010101,98.1,101,90,1,"Groundgear_A","Long","31E1","V",2003-11-16 13:45:00,30,51.198,-8.548,51.178,-8.586,"VIIgMedium",125,21,5,1.86784608223747,3.46539161825133,0.433173952281416,"Y",23.3015045512748,"460",NA,NA,NA,NA,"Nil
","Nil
",2018-03-13 00:40:05
"91",91,"IGFS2003","63",101010101,102,101,91,1,"Groundgear_A","Long","31E1","V",2003-11-16 15:14:00,30,51.109,-8.536,51.089,-8.51,"VIIgMedium",115,21,3,1.54981033906779,2.87534385726863,0.330664543585892,"Y",21.3413819366318,"470",NA,NA,NA,11,"Nil
","Nil
",2018-03-13 00:40:05
"92",92,"IGFS2003","FG16",101010101,101,101,92,1,"Groundgear_A","Long","31E1","V",2003-11-16 16:56:00,28,51.092,-8.262,51.105,-8.226,"VIIgMedium",120,22,5,1.5668988949982,2.90704804266828,0.348845765120193,"Y",22.318001947172,"470",NA,NA,NA,13,"Nil
","Nil
",2018-03-13 00:40:05
"93",93,"IGFS2003","FG20",101010101,66,66,93,1,"Groundgear_A","Short","32E2","V",2003-11-17 07:22:00,30,51.818,-7.6,51.834,-7.559,"VIIgCoast",115,21,4,1.80057048184914,3.34057603311529,0.384166243808259,"Y",33.9350273918195,"340",NA,NA,NA,NA,"Nil
","Nil
",2018-03-13 00:40:05
"94",94,"IGFS2003","FG18",101010101,81,81,94,1,"Groundgear_A","Long","32E2","V",2003-11-17 09:52:00,30,51.628,-7.816,51.617,-7.861,"VIIgMedium",114,21,4,1.80464643451244,3.34813809742567,0.381687743106527,"Y",21.1468464514501,"430",NA,NA,NA,19,"Nil
","Nil
",2018-03-13 00:40:05
"95",95,"IGFS2003","FG17",101010101,84,84,95,1,"Groundgear_A","Long","31E1","V",2003-11-17 11:50:00,30,51.479,-8.033,51.478,-8.076,"VIIgMedium",120,22,4,1.61129631045179,2.9894180156805,0.35873016188166,"Y",22.318001947172,"430",NA,NA,NA,NA,"Nil
","Nil
",2018-03-13 00:40:05
"96",96,"IGFS2003","FG15",101010101,84,84,96,1,"Groundgear_A","Long","31E2","V",2003-11-17 14:42:00,30,51.348,-7.472,51.334,-7.435,"VIIgMedium",126,23,4,1.62356985082897,3.01218896257694,0.379535809284694,"Y",23.4990696038922,"430",NA,NA,NA,25,"Nil
","Nil
",2018-03-13 00:40:05
"97",97,"IGFS2003","FG23",101010101,37,37,97,1,"Groundgear_A","Short","31E2","V",2003-11-17 16:28:00,30,51.178,-7.415,51.155,-7.448,"VIIgMedium",81,22,3,1.85742133098411,3.44605070683508,0.279130107253641,"Y",14.852355671191,"460",NA,NA,NA,25,"Nil
","Sweeps reset to Short by DS 25/2/2015 given the strange door spread. No abvious alternate explanation.
",2018-03-13 00:40:05
"98",98,"IGFS2003","56",101010101,96,96,98,1,"Groundgear_A","Long","30E3","I",2003-11-18 07:22:00,30,50.739,-6.501,50.767,-6.516,"VIIgMedium",117,21,4,1.77318863833909,3.28977483921909,0.384903656188633,"Y",21.7312314406437,"450",13,NA,NA,16,"Port wing  Belly ripped. ","Port wing  Belly ripped. ",2018-03-13 00:40:05
"99",99,"IGFS2003","57",101010101,95,93,99,1,"Groundgear_A","Long","30E3","I",2003-11-18 09:04:00,30,50.761,-6.377,50.744,-6.338,"VIIgMedium",132,23,4,1.79991168390633,3.33935377348114,0.44079469809951,"Y",24.6908208098671,"450",13,NA,NA,NA,"Badly damaged. Possibly sections missing.
","Badly damaged. Possibly sections missing.
",2018-03-13 00:40:05
"100",100,"IGFS2003","FG21",101010101,94,94,100,1,"Groundgear_A","Long","30E3","V",2003-11-18 13:30:00,30,50.847,-6.092,50.848,-6.047,"VIIgMedium",127,23,4,1.70927204554152,3.17119117911228,0.402741279747259,"Y",23.6969312997611,"445",13,NA,NA,NA,"Nil
","Nil
",2018-03-13 00:40:05
"101",101,"IGFS2003","113",101010101,83,83,101,1,"Groundgear_A","Long","31E4","V",2003-11-18 15:57:00,23,51.074,-5.794,51.094,-5.808,"VIIgMedium",99,20,5,1.31066358759908,2.43165786196489,0.240734128334525,"Y",18.2576822128826,"430",13,NA,NA,NA,"Nil
","Nil
",2018-03-13 00:40:05
"102",102,"IGFS2003","112",101010101,104,104,102,1,"Groundgear_A","Long","31E3","V",2003-11-19 07:38:00,30,51.218,-6.33,51.246,-6.33,"VIIgMedium",120,22,4,1.67902601825169,3.11507610065249,0.373809132078299,"Y",22.318001947172,"430",13,NA,NA,18,"Nil
","Nil
",2018-03-13 00:40:05
"103",103,"IGFS2003","111",101010101,118,118,103,1,"Groundgear_A","Long","31E3","V",2003-11-19 09:25:00,30,51.38,-6.373,51.408,-6.362,"VIIgMedium",123,22,4,1.72904003083525,3.20786647650324,0.394567576609899,"Y",22.9072497416419,"510",13,NA,NA,20,"Nil
","Nil
",2018-03-13 00:40:05
"104",104,"IGFS2003","110",101010101,74,74,104,1,"Groundgear_A","Long","32E3","V",2003-11-19 11:52:00,30,51.565,-6.45,51.589,-6.473,"VIIgCoast",118,21,4,1.67630978513598,3.11003670711685,0.366984331439788,"Y",34.9467957965813,"400",NA,NA,NA,NA,"Nil
","Nil
",2018-03-13 00:40:05
"105",105,"IGFS2003","FG27",101010101,111,111,105,1,"Groundgear_A","Long","32E3","V",2003-11-19 14:02:00,30,51.592,-6.206,51.619,-6.187,"VIIgMedium",111,22,4,1.76778962415201,3.27975811530986,0.364053150799394,"Y",20.5647580467302,"470",NA,NA,NA,23,"Nil
","Nil
",2018-03-13 00:40:05
"106",106,"IGFS2003","40",101010101,112,112,106,1,"Groundgear_A","Long","32E4","V",2003-11-19 16:00:00,30,51.734,-5.907,51.751,-5.863,"VIIgMedium",128,24,4,1.92943935199554,3.57966484600286,0.458197100288366,"Y",23.8950933494757,"500",NA,NA,NA,23,"Nil
","Nil
",2018-03-13 00:40:05
"107",107,"IGFS2003","42A",101010101,40,40,107,1,"Groundgear_A","Short","33E2","V",2003-11-20 07:26:00,30,52.029,-7.379,52.044,-7.341,"VIIgCoast",85,21,5,1.66876215175681,3.09603367672878,0.263162862521946,"Y",24.3696112053061,"265",NA,NA,NA,NA,"Nil
","Nil
",2018-03-13 00:40:05
"108",108,"IGFS2003","33A",101010101,51,51,108,1,"Groundgear_A","Short","32E3","V",2003-11-20 10:23:00,30,51.996,-6.751,51.969,-6.736,"VIIgCoast",78,19,4,1.71189605936854,3.17605947934794,0.247732639389139,"Y",22.2495146235435,"275",NA,NA,NA,15,"Nil
","Nil
",2018-03-13 00:40:05
"109",109,"IGFS2003","69",101010101,67,67,109,1,"Groundgear_A","Short","32E3","V",2003-11-20 12:16:00,30,51.84,-6.511,51.81,-6.483,"VIIgCoast",95,21,4,2.07836364691079,3.85596223916659,0.366316412720826,"Y",27.4623115395653,"",NA,NA,NA,14,"Nil
","Nil
",2018-03-13 00:40:05
"110",110,"IGFS2003","FG25",101010101,78,78,110,1,"Groundgear_A","Short","33E3","V",2003-11-20 14:24:00,30,52.005,-6.263,52.015,-6.218,"VIIgCoast",96,20,4,1.77010807767277,3.28405951330756,0.315269713277526,"Y",27.776216966755,"360",NA,NA,NA,8,"Nil
","Nil
",2018-03-13 00:40:05
"111",111,"IGFS2003","FG26",101010101,109,109,111,1,"Groundgear_A","Long","32E3","V",2003-11-20 16:44:00,31,51.803,-6.072,51.835,-6.078,"VIIgMedium",124,22,4,1.93199294694132,3.58440249896348,0.444465909871472,"Y",23.1042324731245,"480",NA,NA,NA,11,"Nil
","Nil
",2018-03-13 00:40:05
"112",112,"IGFS2003","22",101010101,35,35,112,1,"Groundgear_A","Short","34E4","V",2003-11-21 07:25:00,30,52.787,-5.927,52.757,-5.939,"VIIaCoastW",88,21,4,1.85162172709645,3.43529077383386,0.30230558809738,"Y",16.1695677011075,"240",NA,NA,NA,4,"Nil
","Nil
",2018-03-13 00:40:05
"113",113,"IGFS2003","24A",101010101,70,70,113,1,"Groundgear_A","Short","34E4","V",2003-11-21 09:25:00,30,52.54,-5.8,52.511,-5.814,"VIIaCoastW",90,25,5,1.8132098062077,3.36402561448552,0.302762305303697,"Y",16.5474992772596,"340",NA,NA,NA,8,"Nil
","Nil
",2018-03-13 00:40:05
"114",114,"IGFS2003","32",101010101,83,83,114,1,"Groundgear_A","Long","33E4","V",2003-11-21 11:46:00,30,52.343,-5.879,52.372,-5.879,"VIIaMedium",112,20,3,1.73932604902338,3.2269499981881,0.361418399797067,"Y",20.7585377167374,"410",NA,NA,NA,9,"Small bit of schafing on starboard side. Tow full of shells scallops etc
","Small bit of schafing on starboard side. Tow full of shells scallops etc
",2018-03-13 00:40:05
"115",115,"IGFS2003","27",101010101,97,97,115,1,"Groundgear_A","Long","33E4","V",2003-11-21 13:51:00,30,52.211,-5.612,52.185,-5.61,"VIIaMedium",125,22,4,1.56109443873776,2.89627910712015,0.362034888390019,"Y",23.3015045512748,"455",NA,NA,NA,15,"Nil
","Nil
",2018-03-13 00:40:05
"116",116,"IGFS2003","38",101010101,50,50,116,1,"Groundgear_A","Short","33E5","V",2003-11-22 07:21:00,30,52.327,-4.942,52.351,-4.915,"VIIaCoastE",84,18,4,1.74810014567801,3.24322847064566,0.272431191534236,"Y",15.415848529478,"",NA,NA,NA,4,"Nil
","Nil
",2018-03-13 00:40:05
"117",117,"IGFS2003","MB21",101010101,60,60,117,1,"Groundgear_A","Short","33E5","V",2003-11-22 08:49:00,30,52.413,-4.959,52.442,-4.958,"VIIaCoastE",88,21,4,1.73973314418123,3.22770527677408,0.284038064356119,"Y",16.1695677011075,"330",NA,NA,NA,7,"Nil
","Nil
",2018-03-13 00:40:05
"118",118,"IGFS2003","29",101010101,15,15,118,1,"Groundgear_A","Short","33E5","V",2003-11-22 12:15:00,30,52.295,-4.296,52.308,-4.264,"VIIaCoastE",76,19,5,1.41147683485517,2.61869542644743,0.199020852410005,"Y",13.9164262335559,"150",NA,NA,NA,1,"Nil
","Nil
",2018-03-13 00:40:05
"119",119,"IGFS2003","30A",101010101,11,11,119,1,"Groundgear_A","Short","34E5","V",2003-11-22 14:45:00,30,52.627,-4.33,52.635,-4.368,"VIIaCoastE",30,19,4,1.46746579966472,2.72257105689187,0.0816771317067562,"Y",5.44767703295845,"150",NA,NA,NA,2,"Nil
","Nil
",2018-03-13 00:40:05
"120",120,"IGFS2003","30",101010101,40,40,120,1,"Groundgear_A","Short","34E5","V",2003-11-22 16:24:00,30,52.725,-4.47,52.716,-4.516,"VIIaCoastE",71,17,4,1.76015363303093,3.26559115590153,0.231856972069009,"Y",12.984270133802,"",NA,NA,NA,1,"FULL OF WEED
","FULL OF WEED
",2018-03-13 00:40:05
"121",121,"IGFS2003","17",101010101,32.4,32.4,121,1,"Groundgear_A","Short","37E5","V",2003-11-23 07:30:00,30,54.091,-4.032,54.071,-4,"VIIaCoastE",66,18,5,1.64743244532123,3.05646093751619,0.201726421876069,"Y",12.0555982007262,"230",NA,NA,NA,5,"Nil
","Nil
",2018-03-13 00:40:05
"122",122,"IGFS2003","104",101010101,31,31,122,1,"Groundgear_A","Short","37E6","V",2003-11-23 09:23:00,30,54.064,-3.628,54.099,-3.645,"VIIaCoastE",70,18,5,2.18375497607116,4.05149346209863,0.283604542346904,"Y",12.7982661029877,"230",NA,NA,NA,13,"Nil
","Nil
",2018-03-13 00:40:05
"123",123,"IGFS2003","16",101010101,40,40,123,1,"Groundgear_A","Short","37E6","V",2003-11-23 11:31:00,30,54.385,-3.84,54.414,-3.854,"VIIaCoastE",76,20,5,1.80762851440546,3.35367071318268,0.254878974201883,"Y",13.9164262335559,"265",NA,NA,NA,12,"Nil
","Nil
",2018-03-13 00:40:05
"124",124,"IGFS2003","107",101010101,33,33,124,1,"Groundgear_A","Short","38E6","I",2003-11-23 13:23:00,30,54.6,-3.923,54.631,-3.914,"VIIaCoastE",80,18,4,1.88620433593381,3.49945145813323,0.279956116650659,"Y",14.6648537098413,"245",NA,NA,NA,6,"cod end not secured tightly enough. tow was done again as Hual 125
","cod end not secured tightly enough. tow was done again as Hual 125
",2018-03-13 00:40:05
"125",125,"IGFS2003","107",101010101,28,28,125,1,"Groundgear_A","Short","38E6","V",2003-11-23 14:33:00,30,54.644,-3.912,54.612,-3.92,"VIIaCoastE",79,19,5,1.94008186177776,3.59940976211088,0.284353371206759,"Y",14.4775121859299,"235",NA,NA,NA,7,"Nil
","Nil
",2018-03-13 00:40:05
"126",126,"IGFS2003","15",101010101,50,50,126,1,"Groundgear_A","Short","38E5","V",2003-11-23 16:07:00,30,54.628,-4.195,54.612,-4.235,"VIIaCoastE",76,21,4,1.69152674926895,3.13826855151939,0.238508409915474,"Y",13.9164262335559,"295",NA,NA,NA,8,"Nil
","Nil
",2018-03-13 00:40:05
"127",127,"IGFS2003","103",101010101,31.2,31.2,127,1,"Groundgear_A","Short","36E6","V",2003-11-24 07:16:00,30,53.97,-3.79,53.942,-3.808,"VIIaCoastE",78,19,4,1.79648606755745,3.33299827005093,0.259973865063972,"Y",14.290328690522,"240",NA,NA,NA,8,"Nil
","Nil
",2018-03-13 00:40:05
"128",128,"IGFS2003","102",101010101,38.5,38.5,128,1,"Groundgear_A","Short","36E6","V",2003-11-24 08:38:00,30,53.829,-3.732,53.8,-3.715,"VIIaCoastE",79,20,4,1.84146812077526,3.41645291423982,0.269899780224946,"Y",14.4775121859299,"255",NA,NA,NA,14,"Nil
","Nil
",2018-03-13 00:40:05
"129",129,"IGFS2003","101",101010101,40.6,45,129,1,"Groundgear_A","Short","35E5","V",2003-11-24 11:40:00,30,53.498,-4.221,53.51,-4.273,"VIIaCoastE",44,22,6,1.99419643267439,3.69980785282818,0.16279154552444,"Y",8.00390001632973,"260",NA,NA,NA,12,"Nil
","Nil
",2018-03-13 00:40:05
"130",130,"IGFS2003","D243",101010101,40,40,130,1,"Groundgear_A","Short","36E5","V",2003-11-24 15:47:00,30,53.789,-4.129,53.77,-4.094,"VIIaCoastE",85,21,4,1.68694895792106,3.12977543213555,0.266030911731522,"Y",15.6040166793395,"305",NA,NA,NA,24,"There is no ground either immediatelt before or after this tow that is suitable for trawling.
","There is no ground either immediatelt before or after this tow that is suitable for trawling.
",2018-03-13 00:40:05
"131",131,"IGFS2003","100",101010101,101,101,131,1,"Groundgear_A","Long","35E4","V",2003-11-25 07:38:00,30,53.232,-5.226,53.207,-5.23,"VIIaMedium",115,18,4,1.50653715658999,2.79505965972169,0.321431860867994,"Y",21.3413819366318,"450",NA,NA,NA,24,"Port bridles burst on this haul. Starboard door went fast just as we started to haul. Small tear in the net but considered valid as it happened at the end of the tow during hauling.
","Port bridles burst on this haul. Starboard door went fast just as we started to haul. Small tear in the net but considered valid as it happened at the end of the tow during hauling.
",2018-03-13 00:40:05
